Position,From,To,Academic Connection,Country Connection,Music Connection,Sports Connection,Movie Connection
7059,84,4,,,,,
7060,84,5,,,,,
7061,84,6,,,,,
7062,84,7,,,,,
7063,84,8,,,,,
7064,84,9,,,,,
7065,84,10,,,,,
7066,84,11,,,,,
7067,84,12,,,,,
7068,84,13,,,,,
7069,84,14,,,,,
7070,84,15,,,,,
7071,84,16,,,,,
7072,84,17,,,,,
7073,84,18,,,,,
7074,84,19,,,,,
7075,84,20,,,,,
7076,84,21,,,,,
7077,84,22,,,,,
7078,84,23,,,,,
7079,84,24,,,,,
7080,84,25,,,,,
7081,84,26,,,,,
7082,84,27,,,,,
7083,84,28,,,,,
7084,84,29,,,,,
7085,84,30,,,,,
7086,84,31,,,,,
7087,84,32,,,,,
7088,84,33,,,,,
7089,84,34,,,,,
7090,84,35,,,,,
7091,84,36,,,,,
7092,84,37,,,,,
7093,84,38,,,,,
7094,84,39,,,,,
7095,84,40,,,,,
7096,84,41,,,,,
7097,84,42,,,,,
7098,84,43,,,,,
7099,84,44,,,,,
7100,84,45,,,,,
7101,84,46,,,,,
7102,84,47,,,,,
7103,84,48,,,,,
7104,84,49,,,,,
7105,84,50,,,,,
7106,84,51,,,,,
7107,84,52,,,,,
7108,84,53,,,,,
7109,84,54,,,,,
7110,84,55,,,,,
7111,84,56,,,,,
7112,84,57,,,,,
7113,84,58,,,,,
7114,84,59,,,,,
7115,84,60,,,,,
7116,84,61,,,,,
7117,84,62,,,,,
7118,84,63,,,,,
7119,84,64,,,,,
7120,84,65,,,,,
7121,84,66,,,,,
7122,84,67,,,,,
7123,84,68,,,,,
7124,84,69,,,,,
7125,84,70,,,,,
7126,84,71,,,,,
7127,84,72,,,,,
7128,84,73,,,,,
7129,84,74,,,,,
7130,84,75,,,,,
7131,84,76,,,,,
7132,84,77,,,,,
7133,84,78,,,,,
7134,84,79,,,,,
7135,84,80,,,,,
7136,84,81,,,,,
7137,84,82,,,,,
7138,84,83,,,,,
7139,84,84,,,,,
7140,84,85,,,,,
7141,85,1,,,,,
7142,85,2,,,,,
7143,85,3,,,,,
7144,85,4,,,,,
7145,85,5,,,,,
7146,85,6,,,,,
7147,85,7,,,,,
7148,85,8,,,,,
7149,85,9,,,,,
7150,85,10,,,,,
7151,85,11,,,,,
7152,85,12,,,,,
7153,85,13,,,,,
7154,85,14,,,,,
7155,85,15,,,,,
7156,85,16,,,,,
7157,85,17,,,,,
7158,85,18,,,,,
7159,85,19,,,,,
7160,85,20,,,,,
7161,85,21,,,,,
7162,85,22,,,,,
7163,85,23,,,,,
7164,85,24,,,,,
7165,85,25,,,,,
7166,85,26,,,,,
7167,85,27,,,,,
7168,85,28,,,,,
7169,85,29,,,,,
7170,85,30,,,,,
7171,85,31,,,,,
7172,85,32,,,,,
7173,85,33,,,,,
7174,85,34,,,,,
7175,85,35,,,,,
7176,85,36,,,,,
7177,85,37,,,,,
7178,85,38,,,,,
7179,85,39,,,,,
7180,85,40,,,,,
7181,85,41,,,,,
7182,85,42,,,,,
7183,85,43,,,,,
7184,85,44,,,,,
7185,85,45,,,,,
7186,85,46,,,,,
7187,85,47,,,,,
7188,85,48,,,,,
7189,85,49,,,,,
7190,85,50,,,,,
7191,85,51,,,,,
7192,85,52,,,,,
7193,85,53,,,,,
7194,85,54,,,,,
7195,85,55,,,,,
7196,85,56,,,,,
7197,85,57,,,,,
7198,85,58,,,,,
7199,85,59,,,,,
7200,85,60,,,,,
7201,85,61,,,,,
7202,85,62,,,,,
7203,85,63,,,,,
7204,85,64,,,,,
7205,85,65,,,,,
7206,85,66,,,,,
7207,85,67,,,,,
7208,85,68,,,,,
7209,85,69,,,,,
7210,85,70,,,,,
7211,85,71,,,,,
7212,85,72,,,,,
7213,85,73,,,,,
7214,85,74,,,,,
7215,85,75,,,,,
7216,85,76,,,,,
7217,85,77,,,,,
7218,85,78,,,,,
7219,85,79,,,,,
7220,85,80,,,,,
7221,85,81,,,,,
7222,85,82,,,,,
7223,85,83,,,,,
7224,85,84,,,,,
7225,85,85,,,,,
